id,date,home_team,away_team,total_h2h,four_plus,four_plus_percent,over_num,over_pecent,over_amount
4940697,2024-11-27 08:00AM,Kosowski J.,Jadczyk M.,20,7 / 20,35.00%,3 / 20,15.00%,69
